city,state_name,lat,lng, population , population_proper ,density
Dayton,Kentucky,39.1127,-84.4639,5413,5413,1631
Stroudsburg,Pennsylvania,40.9838,-75.1972,5416,5416,1212
Eaton Rapids,Michigan,42.5093,-84.6528,5423,5229,585
Carmi,Illinois,38.0857,-88.1727,5424,5105,787
Pinckneyville,Illinois,38.0851,-89.3718,5425,5404,508
Mount Carmel,Tennessee,36.5612,-82.6615,5427,5427,302
Winston,Oregon,43.12,-123.4242,5428,5428,792
Canal Fulton,Ohio,40.8903,-81.5891,5433,5433,643
Coal City,Illinois,41.278,-88.2791,5434,5434,399
New Holland,Pennsylvania,40.1008,-76.09,5435,5435,1079
Ridgeland,South Carolina,32.4681,-80.9178,5438,4141,33
New Hempstead,New York,41.1488,-74.0485,5440,5440,736
Caruthersville,Missouri,36.1814,-89.6664,5442,5801,434
Center,Texas,31.795,-94.179,5443,5401,309
Rockwood,Tennessee,35.8692,-84.6731,5443,5443,261
Wadesboro,North Carolina,34.9646,-80.0746,5445,5467,320
Monticello,Illinois,40.0338,-88.5729,5446,5585,567
Jonesboro,Louisiana,32.2348,-92.7098,5449,4571,364
Mount Arlington,New Jersey,40.9188,-74.6391,5455,5455,969
Wake Village,Texas,33.424,-94.1188,5455,5455,909
Orwigsburg,Pennsylvania,40.6541,-76.104,5456,2996,533
Northfield,Illinois,42.1025,-87.7791,5456,5456,654
Honesdale,Pennsylvania,41.5774,-75.2524,5457,4180,415
Robbins,Illinois,41.6431,-87.708,5460,5460,1455
Ocean Shores,Washington,46.9686,-124.1521,5463,5831,264
Woodcreek,Texas,30.0265,-98.1113,5463,1582,556
Warrenton,Oregon,46.1689,-123.9309,5469,5469,165
Wayne,Nebraska,42.2371,-97.0158,5472,5573,956
Bellows Falls,Vermont,43.1344,-72.455,5473,3016,847
Cobleskill,New York,42.6787,-74.486,5474,4559,492
Asbury,Iowa,42.5118,-90.7799,5475,5475,659
Cave Creek,Arizona,33.8513,-111.9801,5476,5476,56
Iola,Kansas,37.9275,-95.4006,5477,5454,464
Salamanca,New York,42.1631,-78.7233,5478,5552,357
Grayson,Kentucky,38.3318,-82.9371,5479,4043,559
Oneonta,Alabama,33.9385,-86.4936,5482,6699,167
Germantown,Ohio,39.6325,-84.3645,5486,5486,501
Rockdale,Texas,30.6544,-97.009,5490,5628,523
Lisbon,Ohio,40.7752,-80.7628,5492,2699,618
Brent,Alabama,32.9421,-87.1753,5494,4919,216
Colby,Kansas,39.3852,-101.0455,5494,5419,594
Fort Plain,New York,42.9316,-74.6277,5501,2229,640
Hightstown,New Jersey,40.2685,-74.525,5503,5503,1735
Somerdale,New Jersey,39.8454,-75.0217,5506,5506,1532
Wappingers Falls,New York,41.5986,-73.9178,5506,5506,1916
Titusville,Pennsylvania,41.6273,-79.6699,5506,5380,716
Clare,Michigan,43.8245,-84.7628,5512,3071,349
Duquesne,Pennsylvania,40.3732,-79.8501,5516,5516,1171
Waterville,Ohio,41.5017,-83.7365,5519,5519,409
Muldrow,Oklahoma,35.404,-94.5969,5525,3279,293
Nashville,North Carolina,35.9678,-77.9547,5528,5528,500
Trenton,Missouri,40.0819,-93.603,5532,5932,355
Bowling Green,Missouri,39.3447,-91.2031,5533,5510,791
Coraopolis,Pennsylvania,40.5148,-80.1627,5536,5536,1608
Mascotte,Florida,28.611,-81.9107,5538,5538,173
Marlin,Texas,31.3085,-96.8934,5542,5671,484
Valatie,New York,42.4134,-73.6778,5546,1891,582
Weiser,Idaho,44.2566,-116.9696,5546,5397,617
Westernport,Maryland,39.488,-79.0429,5546,1796,789
Bessemer City,North Carolina,35.2848,-81.2846,5548,5548,453
Webster,New York,43.215,-77.4225,5551,5551,973
Woodside,California,37.4221,-122.259,5551,5551,182
Groveport,Ohio,39.8587,-82.8976,5552,5552,249
Wellston,Ohio,39.1172,-82.5375,5554,5554,307
Falcon Heights,Minnesota,44.9899,-93.177,5554,5554,959
Swartz Creek,Michigan,42.9626,-83.826,5557,5557,530
Honeoye Falls,New York,42.9557,-77.5903,5558,2820,428
Exeter,Pennsylvania,41.3338,-75.8214,5558,5558,459
Winfield,Indiana,41.4097,-87.2623,5560,5560,173
South Pittsburg,Tennessee,35.0109,-85.7183,5562,3097,146
Black River Falls,Wisconsin,44.2981,-90.8418,5563,3550,333
Warren,Arkansas,33.6113,-92.0675,5563,5757,308
Pelham Manor,New York,40.893,-73.8057,5565,5565,1600
Huntingburg,Indiana,38.3009,-86.9625,5566,6130,467
West Bountiful,Utah,40.8983,-111.908,5574,5574,663
Shepherdstown,West Virginia,39.4318,-77.8048,5575,1991,2047
Corydon,Indiana,38.2132,-86.1259,5578,3163,740
Milton,Wisconsin,42.7752,-88.9431,5580,5580,506
Zeeland,Michigan,42.8139,-86.0129,5581,5581,718
Union Beach,New Jersey,40.4455,-74.17,5584,5584,1195
Anthony,Texas,31.9876,-106.5933,5584,5584,336
Mont Belvieu,Texas,29.8522,-94.8789,5584,5584,135
Lake Delton,Wisconsin,43.5937,-89.7842,5585,2974,156
Chelsea,Michigan,42.3132,-84.0187,5588,5185,550
Sweetwater,Tennessee,35.6026,-84.4718,5589,5933,257
Monaca,Pennsylvania,40.6833,-80.2736,5591,5591,1064
Morris Plains,New Jersey,40.8357,-74.4785,5593,5593,844
Weldon Spring,Missouri,38.7117,-90.6517,5593,5593,283
Isanti,Minnesota,45.4928,-93.2406,5594,5594,448
Cumberland,Indiana,39.7852,-85.9498,5599,5599,908
Ada,Ohio,40.768,-83.8252,5600,5607,1038
Littlefield,Texas,33.9191,-102.3349,5605,6039,368
Pontoon Beach,Illinois,38.7209,-90.0598,5609,5609,216
Baxley,Georgia,31.7652,-82.3512,5612,4741,225
Sparta,Tennessee,35.9348,-85.4724,5613,5073,290
Madisonville,Tennessee,35.5234,-84.3637,5617,4770,296
Morganfield,Kentucky,37.6869,-87.8884,5618,3543,468
Breckenridge,Texas,32.7566,-98.9122,5620,5563,516
Gardiner,Maine,44.191,-69.7921,5620,5620,138
Ferriday,Louisiana,31.6343,-91.5562,5625,3330,789
Elberton,Georgia,34.1064,-82.8706,5628,4420,376
Homer,Alaska,59.653,-151.5256,5631,5631,157
Berne,Indiana,40.6567,-84.9555,5631,4102,762
Dacula,Georgia,33.9812,-83.8936,5632,5632,438
Nephi,Utah,39.7072,-111.8322,5634,5784,489
Hutchins,Texas,32.6421,-96.7093,5639,5639,239
Starke,Florida,29.9474,-82.1131,5641,5416,289
Linton,Indiana,39.0357,-87.1587,5644,5248,670
South Tucson,Arizona,32.1955,-110.9691,5645,5645,2128
Willow Springs,Illinois,41.7351,-87.8836,5648,5648,532
Fellsmere,Florida,27.7243,-80.5978,5649,5547,36
New Carlisle,Ohio,39.9448,-84.0256,5649,5649,796
Westville,Indiana,41.5381,-86.9054,5650,5577,697
Pana,Illinois,39.3828,-89.0642,5655,5565,563
Greenwood,Missouri,38.8507,-94.3377,5658,5658,423
Carlinville,Illinois,39.2782,-89.8766,5666,5632,663
Eureka,Illinois,40.7148,-89.2775,5666,5383,777
Alma,Arkansas,35.4914,-94.2183,5672,5672,397
Lake Bluff,Illinois,42.2826,-87.851,5672,5672,540
Chester,New York,41.357,-74.2769,5674,3957,711
Spring Grove,Illinois,42.4547,-88.2404,5674,5674,248
Deer Park,Ohio,39.2037,-84.3975,5674,5674,2507
Charleston,Missouri,36.9179,-89.3344,5674,5727,461
Holdenville,Oklahoma,35.0836,-96.4004,5676,5680,454
Mount Carmel,Pennsylvania,40.7959,-76.4121,5677,5677,3338
Benton,Louisiana,32.6906,-93.74,5680,2060,368
Willard,Missouri,37.2944,-93.4167,5680,5430,353
Belmar,New Jersey,40.18,-74.0257,5684,5684,2099
Edna,Texas,28.9757,-96.6483,5684,5817,543
Nazareth,Pennsylvania,40.74,-75.3132,5685,5685,1348
Sharon Hill,Pennsylvania,39.9075,-75.2678,5685,5685,2844
Wrightsville,Georgia,32.7265,-82.7197,5685,3616,396
Corcoran,Minnesota,45.1089,-93.5836,5686,5686,61
Wilmington,Illinois,41.3197,-88.1434,5691,5691,234
Atlanta,Texas,33.1136,-94.1672,5694,5638,174
Princeton,Kentucky,37.1068,-87.8853,5695,6119,262
Douglass Hills,Kentucky,38.2367,-85.55,5696,5696,1659
Lewisburg,Pennsylvania,40.9642,-76.8901,5699,5699,2260
Pass Christian,Mississippi,30.3271,-89.2432,5701,5701,265
Newberry,Florida,29.6347,-82.6046,5709,5709,41
Pevely,Missouri,38.2871,-90.3995,5712,5712,485
Presque Isle,Maine,46.6868,-67.9874,5713,9106,46
Oceanport,New Jersey,40.316,-74.0205,5725,5725,695
Pocahontas,Arkansas,36.2636,-90.9698,5731,6469,339
Hardeeville,South Carolina,32.2949,-81.0324,5731,5721,39
New Castle,Colorado,39.5785,-107.5262,5732,4753,690
Delano,Minnesota,45.0377,-93.7918,5734,5962,569
Colorado City,Texas,32.3994,-100.8582,5740,4001,289
South Haven,Michigan,42.4012,-86.2676,5742,4366,494
Palmview,Texas,26.2302,-98.3791,5745,5745,790
Lebanon,Kentucky,37.5685,-85.258,5746,5638,409
Loudon,Tennessee,35.7414,-84.3699,5750,5750,177
Moosic,Pennsylvania,41.3584,-75.7027,5753,5753,342
Saint Robert,Missouri,37.8235,-92.1514,5753,5753,283
Brush,Colorado,40.2581,-103.6322,5756,5408,819
Hollidaysburg,Pennsylvania,40.4311,-78.393,5757,5757,950
Elburn,Illinois,41.8838,-88.4615,5757,5757,711
Springhill,Louisiana,33.0019,-93.4613,5759,5048,313
Greenville,Alabama,31.8437,-86.6379,5763,7781,140
Waynesboro,Georgia,33.0909,-82.0146,5763,5701,401
Burnet,Texas,30.7508,-98.2375,5765,6359,242
Lake Alfred,Florida,28.1041,-81.7264,5766,5766,239
Litchfield Park,Arizona,33.5024,-112.3586,5766,5766,676
Fort Wright,Kentucky,39.0462,-84.5362,5766,5766,655
Granville,Ohio,40.0648,-82.5025,5771,5771,466
Washingtonville,New York,41.4296,-74.1578,5773,5773,878
Belton,South Carolina,34.5235,-82.4938,5774,4386,457
Estherville,Iowa,43.3998,-94.8343,5785,5942,427
Lago Vista,Texas,30.4521,-97.991,5792,6627,182
Plymouth,Pennsylvania,41.2404,-75.9505,5792,5792,2037
Independence,Iowa,42.4621,-91.903,5793,6018,382
Bondurant,Iowa,41.6986,-93.4546,5796,5796,261
Belding,Michigan,43.0968,-85.2331,5800,5769,471
Raton,New Mexico,36.8849,-104.4396,5807,6103,296
Union,Kentucky,38.9472,-84.6731,5807,5807,672
Granite Shoals,Texas,30.5895,-98.3778,5808,5117,437
Surfside,Florida,25.8787,-80.1251,5811,5811,4025
Vinita,Oklahoma,36.6364,-95.177,5813,5563,358
North Hills,New York,40.7765,-73.6778,5814,5814,814
Goodrich,Michigan,42.9147,-83.5092,5815,1846,324
Gustine,California,37.2545,-120.9948,5817,5817,1448
Manasquan,New Jersey,40.1185,-74.0449,5818,5818,1623
Alva,Oklahoma,36.8011,-98.6679,5818,5120,827
Yoakum,Texas,29.2933,-97.1469,5820,6019,507
Crafton,Pennsylvania,40.4333,-80.0711,5820,5820,1966
The Village of Indian Hill,Ohio,39.1917,-84.3341,5823,5823,121
North Manchester,Indiana,41.0044,-85.775,5829,5907,645
Rhome,Texas,33.0645,-97.4779,5830,1684,140
Wellsville,New York,42.1207,-77.9457,5830,4484,714
Hellertown,Pennsylvania,40.5811,-75.3378,5830,5830,1716
Dickson City,Pennsylvania,41.4683,-75.6358,5833,5833,469
Kingston,Tennessee,35.8717,-84.4954,5840,5840,318
New Brighton,Pennsylvania,40.7355,-80.3091,5840,5840,2185
Anna,Illinois,37.4612,-89.2388,5841,4269,463
Luling,Texas,29.6817,-97.6466,5843,5878,415
Carterville,Illinois,37.763,-89.0839,5843,5843,433
Bellevue,Kentucky,39.1011,-84.4776,5845,5845,2419
Jordan,Minnesota,44.665,-93.635,5848,6143,719
Pauls Valley,Oklahoma,34.7236,-97.2291,5852,6206,280
Mount Zion,Illinois,39.7792,-88.8828,5855,5855,535
Baldwin,Wisconsin,44.9543,-92.3708,5856,3974,500
Norwood,New Jersey,40.9932,-73.9509,5858,5858,829
Windcrest,Texas,29.5148,-98.3819,5858,5858,1049
Mineola,Texas,32.6461,-95.4774,5860,4719,179
Hartford City,Indiana,40.4536,-85.3735,5862,5920,589
Attalla,Alabama,34.0049,-86.104,5865,5865,324
Gas City,Indiana,40.4897,-85.5984,5874,5874,501
Hilton,New York,43.29,-77.7925,5876,5876,1270
Slaton,Texas,33.4421,-101.6477,5880,6062,435
Norwood,Pennsylvania,39.8864,-75.2964,5880,5880,2921
Seminole,Oklahoma,35.2345,-96.65,5880,7424,211
Grafton,West Virginia,39.3409,-80.0162,5881,5127,539
Roseland,New Jersey,40.8207,-74.3085,5885,5885,642
Breese,Illinois,38.6138,-89.5231,5889,4511,652
Idabel,Oklahoma,33.9041,-94.8294,5889,6950,158
Selinsgrove,Pennsylvania,40.8003,-76.8646,5890,5890,1241
Woodcliff Lake,New Jersey,41.0256,-74.0605,5891,5891,665
Glendale,Missouri,38.5935,-90.3826,5894,5894,1763
Little Silver,New Jersey,40.3358,-74.0346,5895,5895,840
Brookville,Ohio,39.8393,-84.4176,5895,5895,594
Kingstree,South Carolina,33.6665,-79.8292,5899,3221,391
Chickasaw,Alabama,30.7715,-88.0794,5908,5908,542
Dahlonega,Georgia,34.5303,-83.9796,5909,6437,289
Steelton,Pennsylvania,40.2258,-76.8254,5910,5910,1203
Prospect Park,New Jersey,40.9381,-74.1738,5913,5913,4800
Wesley Hills,New York,41.1579,-74.0768,5914,5914,681
Villa Park,California,33.818,-117.8104,5918,5918,1099
Vine Grove,Kentucky,37.8131,-85.9827,5921,5921,340
Progreso,Texas,26.0962,-97.9566,5923,5923,763
Crockett,Texas,31.3177,-95.4564,5924,6544,285
New Martinsville,West Virginia,39.6636,-80.8569,5925,5181,748
Mathis,Texas,28.0909,-97.817,5927,4935,574
Anadarko,Oklahoma,35.0653,-98.244,5928,6761,362
Posen,Illinois,41.6291,-87.6858,5929,5929,1958
Hartwell,Georgia,34.3501,-82.9287,5930,4505,341
Clanton,Alabama,32.8417,-86.623,5936,8846,155
Peoria Heights,Illinois,40.7466,-89.5701,5936,5936,908
Clyde,Ohio,41.3049,-82.9785,5939,6221,461
Locust Grove,Georgia,33.3439,-84.107,5940,5940,213
Portland,Indiana,40.4377,-84.9835,5946,6161,478
Countryside,Illinois,41.7741,-87.8752,5947,5947,797
Watchung,New Jersey,40.6433,-74.4391,5949,5949,381
McKees Rocks,Pennsylvania,40.4688,-80.063,5951,5951,2174
Evansville,Wisconsin,42.7781,-89.2967,5954,5265,625
Mansfield,Louisiana,32.0355,-93.7004,5954,4913,519
Paulsboro,New Jersey,39.8401,-75.2398,5958,5958,1213
Princeton,West Virginia,37.3688,-81.0961,5962,5962,763
Saint Clair,Missouri,38.3496,-90.9868,5962,4718,492
Sullivan City,Texas,26.2752,-98.5644,5966,4194,451
Bay Harbor Islands,Florida,25.8878,-80.1335,5975,5975,5829
Taylor,Pennsylvania,41.3958,-75.7147,5975,5975,443
Fair Haven,New Jersey,40.3618,-74.0392,5976,5976,1444
Northville,Michigan,42.4355,-83.489,5979,5979,1127
Orange Beach,Alabama,30.2941,-87.5851,5981,5981,157
Lakemoor,Illinois,42.3398,-88.203,5982,5982,461
Tequesta,Florida,26.9619,-80.1012,5990,5990,1260
Maquoketa,Iowa,42.0599,-90.665,5996,5979,532
Sealy,Texas,29.7684,-96.1615,5997,6490,228
Old Tappan,New Jersey,41.0164,-73.9856,6002,6002,695
Upper Sandusky,Ohio,40.8301,-83.2719,6002,6539,360
Vail,Colorado,39.6386,-106.3608,6017,5483,453
District Heights,Maryland,38.8593,-76.888,6017,6017,2506
Fruitland Park,Florida,28.8599,-81.9192,6018,6018,391
Sinton,Texas,28.0402,-97.5147,6020,5617,771
Staunton,Illinois,39.0112,-89.7935,6021,5044,570
Chelan,Washington,47.8414,-120.026,6023,4108,249
New Whiteland,Indiana,39.5618,-86.0994,6025,6025,1576
Dowagiac,Michigan,41.9834,-86.1124,6026,5826,503
Mount Healthy,Ohio,39.2339,-84.5474,6030,6030,1655
Beardstown,Illinois,39.9996,-90.4181,6031,5656,610
Prosser,Washington,46.2065,-119.7659,6040,6040,513
Jamesburg,New Jersey,40.3494,-74.4403,6040,6040,2657
Sheridan,Colorado,39.6466,-105.0181,6041,6041,1048
Williamsburg,Kentucky,36.7393,-84.1645,6046,5313,492
Rocky Mount,Virginia,37.0045,-79.8855,6047,4798,270
Bridgewater,Virginia,38.3863,-78.9674,6048,6048,925
Stewartville,Minnesota,43.8602,-92.489,6049,6089,760
Battlefield,Missouri,37.119,-93.3683,6050,6050,932
Booneville,Mississippi,34.6643,-88.5684,6051,8744,131
Demopolis,Alabama,32.498,-87.8298,6052,7019,152
Walkersville,Maryland,39.4832,-77.356,6054,6054,491
Coxsackie,New York,42.3561,-73.808,6055,2686,477
Munford,Tennessee,35.4436,-89.8141,6057,6057,254
Atlantic,Iowa,41.3957,-95.0139,6058,6659,309
Lewistown,Montana,47.0517,-109.454,6058,5870,419
Patterson,Louisiana,29.6909,-91.3096,6061,6061,927
Los Ranchos de Albuquerque,New Mexico,35.1629,-106.6483,6062,6062,537
Walnut Ridge,Arkansas,36.0843,-90.9465,6065,4674,112
Catskill,New York,42.2145,-73.8656,6067,3837,649
Ontario,Ohio,40.7709,-82.6107,6079,6079,211
Twin Lakes,Wisconsin,42.5192,-88.249,6081,6081,281
Rensselaer,Indiana,40.9381,-87.1683,6091,5902,346
Leonardtown,Maryland,38.303,-76.641,6093,3769,412
Alpine,Texas,30.364,-103.6651,6097,5988,481
Elsmere,Delaware,39.7385,-75.5946,6106,6106,2342
Union Gap,Washington,46.5569,-120.4937,6110,6110,466
Darlington,South Carolina,34.3015,-79.8672,6117,6117,519
Larchmont,New York,40.9258,-73.7529,6118,6118,2192
Jasper,Georgia,34.4711,-84.4495,6126,3819,173
Willard,Ohio,41.0519,-82.7233,6131,6060,658
Glenwood,Iowa,41.0445,-95.7408,6133,5309,695
East Alton,Illinois,38.8837,-90.1077,6141,6141,444
Margate City,New Jersey,39.3307,-74.5071,6142,6142,1675
Garrettsville,Ohio,41.2843,-81.0933,6144,2323,353
Gowanda,New York,42.4612,-78.9339,6146,2633,638
Holly Springs,Mississippi,34.7768,-89.4466,6146,7682,232
Bridgeport,Texas,33.2094,-97.7717,6148,6507,317
Schuyler,Nebraska,41.4496,-97.062,6149,6106,872
Shrewsbury,Missouri,38.5865,-90.3281,6149,6149,1651
Ulysses,Kansas,37.5772,-101.3547,6151,6035,732
Kennett Square,Pennsylvania,39.8438,-75.7113,6160,6160,2232
Fruit Heights,Utah,41.0277,-111.9081,6161,6161,1038
Northern Cambria,Pennsylvania,40.6561,-78.7784,6170,3616,467
Elm Grove,Wisconsin,43.048,-88.0867,6174,6174,730
Glenarden,Maryland,38.9291,-76.8574,6178,6178,1947
De Queen,Arkansas,34.0428,-94.3423,6182,6565,425
Spring Hill,Kansas,38.7565,-94.8196,6182,6166,277
Cochran,Georgia,32.3875,-83.3523,6184,5036,413
Newport,Arkansas,35.6243,-91.2319,6190,7756,222
Du Quoin,Illinois,38.0019,-89.2323,6191,5849,323
Satsuma,Alabama,30.8579,-88.0634,6193,6193,320
Sunnyvale,Texas,32.7974,-96.5576,6194,6194,144
Boonville,Indiana,38.0452,-87.2739,6198,6187,795
Pepper Pike,Ohio,41.4801,-81.4619,6198,6198,336
Pigeon Forge,Tennessee,35.7978,-83.5619,6199,6199,181
Chillicothe,Illinois,40.9152,-89.5018,6206,6206,467
Carolina Beach,North Carolina,34.0396,-77.8966,6211,6211,977
North East,Pennsylvania,42.2134,-79.8333,6217,4135,1225
Eagar,Arizona,34.1058,-109.2956,6222,4988,171
Grafton,Ohio,41.2808,-82.0368,6223,6223,509
Cumming,Georgia,34.2068,-84.1339,6225,6225,365
Cold Spring,Kentucky,39.013,-84.4349,6227,6227,506
Rockford,Michigan,43.1267,-85.5582,6229,6229,740
Morrilton,Arkansas,35.1555,-92.7387,6230,6722,295
South Williamsport,Pennsylvania,41.2294,-77.0009,6231,6231,1275
Punxsutawney,Pennsylvania,40.9437,-78.9767,6235,5814,669
Swarthmore,Pennsylvania,39.9022,-75.3488,6239,6239,1720
Medina,Minnesota,45.0327,-93.5832,6240,6240,94
Carlstadt,New Jersey,40.825,-74.0614,6249,6249,603
Nelsonville,Ohio,39.456,-82.2219,6249,5299,418
Henderson,Tennessee,35.4444,-88.6529,6258,6551,322
Johnsburg,Illinois,42.384,-88.2475,6264,6264,341
Montezuma,Georgia,32.2997,-84.0246,6266,3142,265
Tarrant,Alabama,33.5941,-86.7684,6268,6268,380
Clifton Springs,New York,42.9608,-77.1355,6275,2071,526
Kenedy,Texas,28.8176,-97.8518,6288,3388,356
Blakely,Pennsylvania,41.4859,-75.6012,6289,6289,636
Eagle,Colorado,39.6368,-106.8157,6289,6739,566
Eastman,Georgia,32.1973,-83.1714,6290,5157,310
Richmond,Michigan,42.8094,-82.7517,6291,5876,794
Iowa Park,Texas,33.9623,-98.6819,6292,6363,592
Heber Springs,Arkansas,35.5003,-92.0339,6292,7092,319
Keene,Texas,32.3955,-97.3226,6293,6293,491
Clinton,Indiana,39.6607,-87.4046,6294,4794,827
Eldridge,Iowa,41.6394,-90.5805,6297,6297,254
Red Lion,Pennsylvania,39.8986,-76.6078,6303,6303,1854
Montgomery,Pennsylvania,41.1709,-76.874,6306,1543,1089
Steilacoom,Washington,47.1702,-122.5938,6309,6309,1191
Barbourville,Kentucky,36.8669,-83.8854,6309,3170,465
Pembroke Park,Florida,25.9852,-80.1779,6312,6312,1778
Mulvane,Kansas,37.479,-97.2719,6316,6316,539
Ridgefield,Washington,45.8112,-122.7053,6318,7066,385
Senatobia,Mississippi,34.6081,-89.9762,6325,7909,196
Corry,Pennsylvania,41.9259,-79.6358,6326,6360,409
Stone Mountain,Georgia,33.8037,-84.172,6328,6328,1435
Huntington Woods,Michigan,42.4817,-83.1686,6328,6328,1667
Bartonville,Illinois,40.6397,-89.6608,6332,6332,298
Woodland,Washington,45.9147,-122.7503,6333,5952,568
Guadalupe,Arizona,33.3665,-111.9633,6336,6336,3043
Liberty,Texas,30.049,-94.7903,6338,9175,87
Buena Vista,Virginia,37.7316,-79.3565,6341,6452,371
Amory,Mississippi,33.9813,-88.4823,6343,7067,217
Fowler,California,36.6247,-119.6738,6348,6348,964
Littlestown,Pennsylvania,39.7452,-77.0891,6349,4468,1147
Metropolis,Illinois,37.1566,-88.7083,6349,6283,408
Moraine,Ohio,39.6983,-84.2458,6353,6353,265
Hampstead,Maryland,39.6109,-76.8552,6355,6355,755
Garrett,Indiana,41.3532,-85.1236,6360,6360,630
White Oak,Texas,32.5313,-94.8564,6364,6364,269
Solvay,New York,43.0573,-76.2125,6365,6365,1486
Devine,Texas,29.1457,-98.9049,6366,4776,573
Mount Vernon,Iowa,41.923,-91.4244,6366,4444,491
Lovejoy,Georgia,33.4422,-84.3178,6367,6367,947
Berthoud,Colorado,40.3059,-105.0412,6368,6368,204
Ashville,Ohio,39.7248,-82.9581,6368,4194,645
Willis,Texas,30.4308,-95.482,6370,6370,536
Williamston,Michigan,42.6836,-84.2837,6370,3887,613
Marble Falls,Texas,30.5733,-98.2717,6372,6317,186
Everman,Texas,32.6296,-97.2828,6374,6374,1391
Harrisville,Utah,41.2854,-111.986,6376,6376,811
Marvin,North Carolina,34.989,-80.8034,6377,6377,412
Rogersville,Tennessee,36.408,-83.0037,6377,4375,497
Forest Hills,Pennsylvania,40.4251,-79.8544,6380,6380,1575
Henryetta,Oklahoma,35.4421,-95.9848,6382,5764,336
Woodfin,North Carolina,35.6454,-82.5911,6383,6383,271
Eudora,Kansas,38.9345,-95.0957,6383,6379,851
Watford City,North Dakota,47.8021,-103.2748,6390,6390,1758
Hamlet,North Carolina,34.8891,-79.7098,6391,6391,472
Emporia,Virginia,36.6953,-77.5356,6393,5305,296
Lanett,Alabama,32.8572,-85.2082,6393,6393,395
Salem,Indiana,38.6048,-86.0977,6396,6176,596
Tabor City,North Carolina,34.154,-78.8739,6401,4193,487
Cynthiana,Kentucky,38.3855,-84.2995,6402,6383,609
Walker,Louisiana,30.4848,-90.8653,6404,6404,376
Bronxville,New York,40.9394,-73.8263,6407,6407,2571
Genoa,Illinois,42.0924,-88.6966,6414,5194,775
Gypsum,Colorado,39.6286,-106.9343,6416,6969,311
Allegan,Michigan,42.5299,-85.8462,6416,5072,509
Granite Falls,Washington,48.0874,-121.9705,6421,3525,621
Russells Point,Ohio,40.468,-83.8939,6424,1370,567
Saint Francis,Minnesota,45.399,-93.3896,6425,7466,122
Gladewater,Texas,32.5435,-94.9453,6427,6427,214
Oakmont,Pennsylvania,40.52,-79.8365,6428,6428,1562
Waveland,Mississippi,30.293,-89.3904,6428,6428,292
Prairie View,Texas,30.085,-95.9897,6434,6442,344
Ellenville,New York,41.7009,-74.3609,6436,4047,179
Rushville,Indiana,39.6154,-85.4464,6444,6065,757
Veneta,Oregon,44.0471,-123.3514,6447,4918,738
Atmore,Alabama,31.0927,-87.4763,6453,10022,177
Belpre,Ohio,39.2815,-81.5971,6461,6461,715
Kermit,Texas,31.854,-103.0924,6465,6341,974
Gulf Breeze,Florida,30.3685,-87.1769,6466,6466,533
California,Pennsylvania,40.0692,-79.9152,6466,6466,226
Carthage,Texas,32.1526,-94.3368,6469,6756,244
Cheverly,Maryland,38.9253,-76.9139,6469,6469,1847
Geneseo,Illinois,41.4508,-90.154,6471,6526,543
Milford,Michigan,42.5871,-83.6012,6471,6471,1027
Prospect Park,Pennsylvania,39.8859,-75.3074,6472,6472,3427
Spring Lake Park,Minnesota,45.1161,-93.2452,6472,6472,1262
Snowflake,Arizona,34.5223,-110.0914,6473,5764,66
Rockaway,New Jersey,40.8969,-74.5155,6478,6478,1206
Powell,Wyoming,44.7962,-108.7682,6483,6407,583
Pratt,Kansas,37.6777,-98.7465,6484,6771,354
McCordsville,Indiana,39.9036,-85.923,6485,6485,509
Talent,Oregon,42.2405,-122.7808,6485,6485,1881
Prestonsburg,Kentucky,37.6796,-82.764,6489,3541,98
Lincoln,Alabama,33.5935,-86.1372,6491,6491,99
Plain City,Utah,41.3069,-112.0878,6493,6493,211
Sidney,Nebraska,41.1343,-102.9686,6497,6888,383
Belle Plaine,Minnesota,44.619,-93.7641,6497,7009,468
Ambler,Pennsylvania,40.1564,-75.2215,6500,6500,2944
Harlan,Kentucky,36.8432,-83.3184,6502,1606,476
Decatur,Texas,33.2277,-97.5899,6503,6648,302
Lauderdale-by-the-Sea,Florida,26.1989,-80.0972,6512,6512,2882
Broadway,Virginia,38.6083,-78.8016,6513,3860,632
Parkville,Missouri,39.2004,-94.7222,6514,6514,170
Avon,Colorado,39.6448,-106.5138,6525,6525,313
Bee Cave,Texas,30.3097,-97.9625,6535,6535,485
Carrizo Springs,Texas,28.5266,-99.8589,6537,5800,724
Horseheads,New York,42.1689,-76.8299,6541,6541,649
Catasauqua,Pennsylvania,40.6531,-75.4643,6544,6544,1957
Litchfield,Minnesota,45.1222,-94.5254,6547,6648,579
Penn Yan,New York,42.661,-77.0536,6550,4987,808
Sylvester,Georgia,31.53,-83.8337,6551,6064,355
Tipton,Indiana,40.2818,-86.0424,6555,5132,700
Monument,Colorado,39.0736,-104.8468,6556,6556,374
Lawrence,New York,40.6042,-73.7149,6558,6558,680
Ironwood,Michigan,46.4528,-90.1502,6561,4955,297
Attica,New York,42.8641,-78.2798,6565,2449,559
Hillsborough,North Carolina,36.068,-79.0994,6568,6568,468
Enoch,Utah,37.7665,-113.0431,6568,6568,351
North Branch,Minnesota,45.5137,-92.9601,6569,10317,111
