city,state_name,lat,lng, population , population_proper ,density
Rossford,Ohio,41.5831,-83.5692,6570,6570,505
Plattsmouth,Nebraska,41.0053,-95.8943,6573,6479,805
Wharton,New Jersey,40.8999,-74.5808,6577,6577,1226
Jeanerette,Louisiana,29.9157,-91.6758,6580,5447,911
Unionville,North Carolina,35.0745,-80.52,6585,6585,94
Cherry Hills Village,Colorado,39.6375,-104.9481,6585,6585,409
Irvington,New York,41.0349,-73.8661,6587,6587,917
Selma,North Carolina,35.5436,-78.2954,6589,6589,525
Whitestown,Indiana,39.9704,-86.3607,6590,6590,183
Rittman,Ohio,40.9737,-81.7845,6593,6593,394
North Riverside,Illinois,41.8461,-87.8263,6598,6598,1549
Douglas,Wyoming,42.7547,-105.3834,6600,6541,552
Oelwein,Iowa,42.6714,-91.9132,6603,6056,486
Hurricane,West Virginia,38.4294,-82.0168,6604,6604,681
Union,Ohio,39.9102,-84.2962,6606,6606,355
Monticello,Kentucky,36.8404,-84.8506,6606,6087,400
Lacy-Lakeview,Texas,31.6292,-97.1052,6611,6611,615
East Rochester,New York,43.1121,-77.4869,6611,6611,1926
Tuckahoe,New York,40.953,-73.823,6615,6615,4274
Clairton,Pennsylvania,40.2976,-79.8854,6616,6616,924
Andalusia,Alabama,31.3101,-86.4781,6619,8968,176
Folcroft,Pennsylvania,39.8891,-75.277,6621,6621,2052
West View,Pennsylvania,40.5182,-80.0333,6622,6622,2532
Ellettsville,Indiana,39.2308,-86.6221,6622,6622,621
Elsa,Texas,26.2979,-97.9937,6624,6624,1694
Hapeville,Georgia,33.6609,-84.4093,6627,6627,1063
Taneytown,Maryland,39.6562,-77.1688,6629,6760,860
Slippery Rock,Pennsylvania,41.0695,-80.058,6637,3583,840
Blackwell,Oklahoma,36.8011,-97.3003,6639,6808,478
Rupert,Idaho,42.619,-113.6739,6642,5813,1085
Hillsboro,Ohio,39.2124,-83.6113,6642,6580,467
Hamilton,Montana,46.2524,-114.1598,6646,4674,736
Prairie du Chien,Wisconsin,43.044,-91.139,6647,5718,389
Creswell,Oregon,43.9212,-123.0159,6648,5292,1199
Lake Hallie,Wisconsin,44.8921,-91.4201,6650,6650,181
Normandy Park,Washington,47.4344,-122.3436,6651,6651,1019
Los Fresnos,Texas,26.0741,-97.4801,6651,6651,865
Manorhaven,New York,40.8399,-73.7127,6651,6651,5524
Galax,Virginia,36.666,-80.9176,6652,6775,317
Lexington,Tennessee,35.6609,-88.3965,6660,7769,243
Ephraim,Utah,39.3577,-111.5819,6664,7072,741
International Falls,Minnesota,48.5884,-93.4084,6664,6068,365
Tecumseh,Oklahoma,35.2639,-96.9338,6666,6666,171
Cherryville,North Carolina,35.3844,-81.3781,6667,6058,423
Cedarhurst,New York,40.6252,-73.7278,6667,6667,3813
Abilene,Kansas,38.9229,-97.2247,6667,6469,534
North Caldwell,New Jersey,40.8629,-74.2576,6669,6669,855
Valley City,North Dakota,46.9225,-98.0071,6670,6566,644
Trinity,North Carolina,35.8756,-80.0093,6671,6671,152
Airway Heights,Washington,47.6464,-117.5802,6672,6672,500
Columbus,Wisconsin,43.3354,-89.0299,6674,5030,426
Milliken,Colorado,40.3105,-104.8556,6678,6678,204
Nitro,West Virginia,38.4119,-81.8194,6686,6686,492
Fort Meade,Florida,27.7641,-81.8054,6686,6035,280
Clifton Heights,Pennsylvania,39.9301,-75.2958,6689,6689,4097
Fox Point,Wisconsin,43.1582,-87.9015,6691,6691,889
Elkin,North Carolina,36.2619,-80.8442,6691,4106,235
Camilla,Georgia,31.2337,-84.2088,6692,5170,302
Junction City,Oregon,44.2068,-123.2097,6695,6052,729
Canton,New York,44.6,-75.1703,6704,6524,704
Kaufman,Texas,32.5775,-96.3121,6714,7181,332
Cushing,Oklahoma,35.9797,-96.7603,6716,7796,387
Bremen,Georgia,33.7089,-85.1493,6718,6421,235
Aledo,Texas,32.6973,-97.607,6722,3761,561
Red Hook,New York,41.9962,-73.8768,6722,1979,693
Stickney,Illinois,41.8183,-87.773,6722,6722,1348
Montevallo,Alabama,33.1254,-86.848,6723,6723,208
Lake Mills,Wisconsin,43.0775,-88.9041,6728,5836,553
Keyser,West Virginia,39.4394,-78.9823,6730,5200,1021
Greenville,Illinois,38.8867,-89.3894,6735,6758,417
Nevada,Iowa,42.0185,-93.4637,6735,6805,463
Kosciusko,Mississippi,33.0585,-89.5893,6735,7139,365
North Bend,Washington,47.4899,-121.7741,6739,6739,594
Kimberly,Wisconsin,44.267,-88.3382,6739,6739,1112
Hamilton,Alabama,34.1346,-87.9755,6739,6739,68
Columbia Falls,Montana,48.3698,-114.1914,6739,5241,988
Church Hill,Tennessee,36.5206,-82.7142,6740,6740,278
Millersville,Tennessee,36.3967,-86.7108,6742,6742,187
Brier,Washington,47.7924,-122.2736,6743,6743,1196
Saint Joseph,Minnesota,45.5609,-94.3075,6743,6743,669
Nibley,Utah,41.6726,-111.8455,6747,6747,622
Bayville,New York,40.9077,-73.5603,6751,6751,1797
Colusa,California,39.2049,-122.0095,6751,5937,1249
Roosevelt,Utah,40.2932,-110.0037,6754,6905,460
Russellville,Kentucky,36.8393,-86.895,6754,7001,249
Farr West,Utah,41.3015,-112.0318,6755,6755,440
Noble,Oklahoma,35.1385,-97.371,6756,6756,198
Martins Ferry,Ohio,40.1014,-80.7252,6756,6756,1120
Taylor Mill,Kentucky,39.0092,-84.4987,6756,6756,427
Youngtown,Arizona,33.5846,-112.3048,6759,6759,1754
Beaver Dam,Kentucky,37.4044,-86.8742,6764,3648,466
Loomis,California,38.8093,-121.1955,6767,6767,359
Washington,Iowa,41.2982,-91.6928,6771,7424,546
Hondo,Texas,29.3532,-99.1621,6772,9276,368
Kirtland,Ohio,41.5969,-81.3406,6773,6773,156
Fircrest,Washington,47.2308,-122.5157,6780,6780,1661
Plaquemine,Louisiana,30.2834,-91.2429,6780,6780,896
Gunnison,Colorado,38.5455,-106.9226,6784,6261,581
Windsor,Wisconsin,43.2165,-89.3393,6785,6785,859
Roeland Park,Kansas,39.0358,-94.6374,6786,6786,1614
Ambridge,Pennsylvania,40.5922,-80.2264,6787,6787,1763
Sturgis,South Dakota,44.4093,-103.5184,6787,6832,656
Barrington,New Jersey,39.8689,-75.0514,6792,6792,1636
Winthrop Harbor,Illinois,42.4806,-87.8294,6794,6794,552
Greenbrier,Tennessee,36.4237,-86.7974,6796,6796,376
North Syracuse,New York,43.1339,-76.1306,6800,6800,1341
Portage,Pennsylvania,40.3868,-78.6746,6802,2476,1452
Farmington,Arkansas,36.037,-94.2537,6804,6804,267
Columbia,Mississippi,31.2564,-89.8266,6807,6143,351
Blairsville,Pennsylvania,40.4325,-79.2599,6815,3294,899
Byron,Illinois,42.1273,-89.2622,6815,3625,391
Mount Vernon,Indiana,37.9364,-87.8955,6821,6507,888
Rumson,New Jersey,40.3626,-74.0046,6824,6824,521
Belle Isle,Florida,28.4724,-81.3491,6825,6825,1107
Oak Ridge,North Carolina,36.1737,-79.9918,6827,6827,162
Litchfield,Illinois,39.1963,-89.6288,6829,6812,304
Kiel,Wisconsin,43.9167,-88.0266,6841,3700,567
Joshua,Texas,32.4607,-97.3829,6846,6846,390
Allendale,New Jersey,41.0332,-74.1332,6853,6853,854
Commerce,Georgia,34.2129,-83.473,6871,6788,224
Emmitsburg,Maryland,39.705,-77.3217,6873,3038,775
Sidney,Montana,47.7149,-104.1665,6877,6566,837
Seward,Nebraska,40.9096,-97.0961,6879,7219,652
Bath,New York,42.3363,-77.3179,6879,5588,679
Cortland,Ohio,41.3318,-80.7192,6880,6880,625
Mountainside,New Jersey,40.681,-74.3605,6883,6883,663
Souderton,Pennsylvania,40.311,-75.3223,6883,6883,2369
Mexia,Texas,31.6809,-96.4833,6885,7445,399
Linwood,New Jersey,39.3435,-74.5707,6892,6892,689
Brewton,Alabama,31.1111,-87.0737,6896,5432,187
Sanger,Texas,33.3736,-97.1697,6900,7991,262
Milford,Ohio,39.17,-84.281,6906,6906,713
Valley Park,Missouri,38.5513,-90.4923,6911,6911,652
Chestertown,Maryland,39.2188,-76.071,6918,5080,755
Roaring Spring,Pennsylvania,40.3348,-78.3959,6930,2513,1205
Jackson,Wisconsin,43.3244,-88.1668,6933,6933,861
Sturtevant,Wisconsin,42.7005,-87.9014,6937,6937,638
Treasure Island,Florida,27.7731,-82.766,6937,6937,1733
Ione,California,38.3612,-120.9422,6940,7027,590
Black Jack,Missouri,38.7994,-90.2639,6940,6940,1020
Huron,California,36.204,-120.0961,6941,6941,1684
Perry,Florida,30.1092,-83.582,6960,7045,289
Rolesville,North Carolina,35.9249,-78.4654,6962,6962,662
Tuttle,Oklahoma,35.3068,-97.7556,6968,6968,93
Huron,Ohio,41.3912,-82.5626,6977,6977,556
Saint Augustine Beach,Florida,29.8413,-81.2713,6979,6979,1272
Archbald,Pennsylvania,41.5077,-75.5453,6979,6979,157
Leitchfield,Kentucky,37.4863,-86.2857,6979,6874,244
Union Grove,Wisconsin,42.687,-88.0501,6980,4920,770
Trumann,Arkansas,35.6763,-90.5229,6982,7129,546
Mendota,Illinois,41.5552,-89.1046,6986,7158,554
Nyack,New York,41.0919,-73.9143,6987,6987,3504
Sitka,Alaska,57.2405,-135.3152,6987,8830,1
Page,Arizona,36.9425,-111.5071,6989,7599,76
Cottage Grove,Wisconsin,43.0913,-89.2023,6996,6996,699
Umatilla,Oregon,45.9128,-119.3142,6997,6997,608
Ocean City,Maryland,38.3989,-75.0715,6999,6999,612
Palmer,Alaska,61.5974,-149.1147,7000,7000,524
Stratford,New Jersey,39.8289,-75.0154,7001,7001,1745
Great Neck Plaza,New York,40.7869,-73.726,7003,7003,8661
Mount Carmel,Illinois,38.419,-87.7696,7008,6993,556
Sedona,Arizona,34.8574,-111.7951,7008,10397,210
Adel,Georgia,31.1316,-83.4249,7014,5355,255
Glendive,Montana,47.1102,-104.707,7015,5332,592
Milton-Freewater,Oregon,45.9348,-118.3913,7019,7019,1361
Pelham,New York,40.9116,-73.8075,7020,7020,3268
Ridley Park,Pennsylvania,39.8785,-75.3251,7023,7023,2513
King,North Carolina,36.2767,-80.356,7025,7025,464
Lampasas,Texas,31.0659,-98.1831,7026,7722,410
Sandersville,Georgia,32.9827,-82.8093,7026,5700,172
Gibsonville,North Carolina,36.0989,-79.5425,7029,7029,771
Edinboro,Pennsylvania,41.8762,-80.1246,7035,6236,1052
Fairview,Tennessee,35.9819,-87.1286,7040,8529,195
Orange City,Iowa,43.0019,-96.0565,7040,6179,559
Franklin,North Carolina,35.18,-83.381,7041,3993,317
New Paltz,New York,41.7495,-74.0808,7046,7046,1544
Crete,Nebraska,40.6256,-96.957,7047,7059,932
University Park,Illinois,41.446,-87.7154,7052,7052,252
Floresville,Texas,29.1403,-98.1627,7053,7495,504
De Funiak Springs,Florida,30.7121,-86.1207,7055,6284,175
Saint Louis,Michigan,43.4082,-84.6116,7060,7060,815
Fort Payne,Alabama,34.4559,-85.6954,7062,14099,95
Ashland,Wisconsin,46.5801,-90.8715,7063,7957,228
Santa Clara,Utah,37.1312,-113.6561,7065,7065,449
Stanwood,Washington,48.245,-122.3427,7073,7009,961
Flowery Branch,Georgia,34.1707,-83.9141,7073,7073,393
Nappanee,Indiana,41.4452,-85.9962,7074,6780,621
Sioux Center,Iowa,43.0746,-96.1707,7076,7501,458
Rochester,Indiana,41.0591,-86.196,7077,6021,495
Keystone Heights,Florida,29.781,-82.0339,7081,1461,512
Madison,South Dakota,44.0062,-97.1084,7081,7425,621
Fort Myers Beach,Florida,26.4325,-81.9169,7085,7085,983
Keyport,New Jersey,40.4327,-74.2013,7085,7085,1960
Syracuse,Indiana,41.4215,-85.749,7085,2882,591
Walled Lake,Michigan,42.5379,-83.4786,7089,7089,1257
Dade City,Florida,28.3564,-82.1942,7099,7099,461
Salida,Colorado,38.5303,-105.9987,7102,5581,833
Hillsboro,Illinois,39.167,-89.4735,7102,6071,357
Barnesville,Georgia,33.0511,-84.1526,7103,6696,426
Dos Palos,California,36.9854,-120.6337,7109,5243,1500
Live Oak,Florida,30.2956,-82.9846,7110,6965,355
Richland,Mississippi,32.2309,-90.1592,7111,7111,219
Wytheville,Virginia,36.953,-81.0881,7114,8101,215
Independence,Ohio,41.378,-81.6385,7114,7114,287
Saint Helena,California,38.5044,-122.4681,7119,6154,476
Hudson Falls,New York,43.3042,-73.5818,7121,7121,1476
Pacific,Washington,47.261,-122.2507,7122,7122,1141
Belen,New Mexico,34.6804,-106.7875,7122,7122,331
Nebraska City,Nebraska,40.6766,-95.8613,7122,7347,580
Lewisburg,West Virginia,37.8096,-80.4327,7124,3921,398
Sausalito,California,37.8581,-122.4932,7125,7125,1553
Winooski,Vermont,44.4951,-73.1842,7128,7128,1922
Bellbrook,Ohio,39.6384,-84.0865,7128,7128,880
Milltown,New Jersey,40.4503,-74.435,7132,7132,1777
Catoosa,Oklahoma,36.1832,-95.7663,7133,7133,246
Austell,Georgia,33.8202,-84.6453,7139,7139,458
Bonne Terre,Missouri,37.9209,-90.5425,7147,7147,678
Moab,Utah,38.57,-109.5476,7149,5242,424
Pleasantville,New York,41.1378,-73.7827,7150,7150,1510
Glenolden,Pennsylvania,39.8996,-75.292,7153,7153,2833
Highland Heights,Kentucky,39.0355,-84.4567,7155,7155,1053
Scappoose,Oregon,45.7563,-122.8771,7158,7158,1027
Berrien Springs,Michigan,41.9474,-86.3406,7162,1752,721
Mills River,North Carolina,35.3855,-82.5854,7168,7168,123
Middleton,Idaho,43.7124,-116.6143,7168,7168,490
Onalaska,Texas,30.8216,-95.1111,7173,2523,226
East Hills,New York,40.7958,-73.6292,7173,7173,1217
Tolleson,Arizona,33.4484,-112.2561,7178,7178,480
Orland Hills,Illinois,41.5905,-87.8413,7184,7184,2422
South Weber,Utah,41.1334,-111.9393,7196,7196,599
Saint Martinville,Louisiana,30.1264,-91.8319,7197,6095,762
Saint Gabriel,Louisiana,30.2536,-91.1013,7205,7205,93
Atherton,California,37.4539,-122.2032,7207,7207,553
Ponchatoula,Louisiana,30.4404,-90.4428,7209,7209,585
Lucas,Texas,33.095,-96.5792,7211,7211,193
Hiawatha,Iowa,42.0518,-91.6899,7212,7212,634
Bargersville,Indiana,39.5414,-86.2004,7213,7213,148
Laurium,Michigan,47.2351,-88.4382,7214,1947,1154
Whitefish,Montana,48.4333,-114.3594,7214,7279,427
Tyrone,Georgia,33.4751,-84.5942,7215,7215,222
Strasburg,Virginia,38.9944,-78.3541,7218,6583,678
Lawrenceville,Illinois,38.7263,-87.6874,7218,4441,781
Marion,South Carolina,34.1787,-79.3965,7218,6711,586
Woodstock,Virginia,38.8753,-78.5158,7225,5248,518
Hempstead,Texas,30.0975,-96.0795,7236,7457,519
Skiatook,Oklahoma,36.3693,-95.9815,7236,7908,234
Batesville,Mississippi,34.3148,-89.9249,7237,7391,143
Soldotna,Alaska,60.4863,-151.0676,7238,4617,258
Willows,California,39.5147,-122.1992,7240,6077,824
Palmyra,New Jersey,40.0025,-75.0359,7241,7241,1499
Thurmont,Maryland,39.6205,-77.4074,7252,6528,806
New Albany,Mississippi,34.4909,-89.0201,7253,8786,186
Wauseon,Ohio,41.5534,-84.1406,7254,7395,552
Bedford,Virginia,37.3359,-79.5181,7259,6615,291
Lincolnshire,Illinois,42.1961,-87.9179,7262,7262,612
Providence,Utah,41.703,-111.8122,7270,7270,747
La Feria,Texas,26.1544,-97.8255,7271,7271,651
Lowell,Michigan,42.9351,-85.3457,7272,4044,543
Marksville,Louisiana,31.1245,-92.0652,7273,5518,441
Knoxville,Iowa,41.3188,-93.1024,7273,7241,604
Morrow,Georgia,33.5816,-84.3391,7276,7276,833
Gonzales,Texas,29.5126,-97.4472,7279,7660,486
Canfield,Ohio,41.0315,-80.7672,7284,7284,611
Hudsonville,Michigan,42.8634,-85.8626,7285,7285,679
Ephrata,Washington,47.3119,-119.5342,7289,8032,299
Williston Park,New York,40.7588,-73.6465,7289,7289,4498
De Soto,Missouri,38.141,-90.5609,7290,6477,581
Crossett,Arkansas,33.1284,-91.9631,7295,5128,332
Jackson,California,38.3485,-120.7724,7297,4678,484
New Cumberland,Pennsylvania,40.2297,-76.8764,7299,7299,1683
Riverdale Park,Maryland,38.9645,-76.9265,7304,7304,1726
Flatwoods,Kentucky,38.5209,-82.7195,7311,7311,863
Forsyth,Missouri,36.6922,-93.1101,7315,2413,400
Marshfield,Missouri,37.3414,-92.9116,7318,7245,536
Midland Park,New Jersey,40.9952,-74.141,7319,7319,1816
Vandalia,Illinois,38.9754,-89.1117,7320,7054,334
Guadalupe,California,34.9608,-120.5735,7321,7321,2158
Paintsville,Kentucky,37.8169,-82.8068,7323,4203,267
Longboat Key,Florida,27.3926,-82.6341,7326,7326,684
Edgerton,Wisconsin,42.8385,-89.0698,7327,5552,515
Delphos,Ohio,40.8481,-84.3369,7328,6995,778
Ralston,Nebraska,41.2005,-96.0354,7329,7329,1718
Neptune Beach,Florida,30.3165,-81.4118,7337,7337,1214
Clarkston,Washington,46.4154,-117.0501,7341,7341,1411
Northport,New York,40.9036,-73.3446,7342,7342,1228
Valley Center,Kansas,37.8325,-97.3647,7343,7343,404
Inverness,Florida,28.8397,-82.3437,7347,7347,373
Park City,Illinois,42.3521,-87.8917,7350,7350,2402
Sanibel,Florida,26.4535,-82.1024,7351,7351,176
Sandwich,Illinois,41.6496,-88.6175,7358,7358,606
West Dundee,Illinois,42.0984,-88.3072,7361,7361,762
Truth or Consequences,New Mexico,33.1851,-107.2587,7365,6023,84
Oak Grove,Kentucky,36.6686,-87.4216,7370,7370,265
Milan,Tennessee,35.9127,-88.7556,7371,7792,337
Mentor-on-the-Lake,Ohio,41.7135,-81.365,7371,7371,1764
Dunellen,New Jersey,40.5902,-74.4656,7374,7374,2716
Tyrone,Pennsylvania,40.6764,-78.246,7376,5301,1005
Grove,Oklahoma,36.5925,-94.7885,7387,6835,284
Torrington,Wyoming,42.0658,-104.1621,7389,6715,561
Pingree Grove,Illinois,42.0857,-88.4362,7391,7391,777
McCook,Nebraska,40.2046,-100.6214,7393,7526,538
Lander,Wyoming,42.8313,-108.7599,7397,7665,315
Minnetrista,Minnesota,44.9355,-93.7103,7397,7397,110
Corbin,Kentucky,36.9321,-84.1004,7398,7398,362
Albertville,Minnesota,45.2365,-93.6617,7401,7401,653
LaFayette,Georgia,34.7088,-85.2815,7403,7159,341
New Bremen,Ohio,40.4348,-84.3778,7405,2968,534
Payette,Idaho,44.079,-116.9256,7414,7414,717
Geneva,Ohio,41.8003,-80.9461,7415,6016,561
Hughson,California,37.6026,-120.8661,7417,7417,1449
Piedmont,Oklahoma,35.6784,-97.7528,7422,7422,65
Pinson,Alabama,33.7064,-86.6654,7426,7426,253
Waite Park,Minnesota,45.5323,-94.244,7428,7428,293
Florence,Colorado,38.3821,-105.1117,7431,3943,365
Yreka,California,41.7292,-122.6312,7433,7596,293
Hatboro,Pennsylvania,40.1775,-75.1054,7434,7434,2018
Connellsville,Pennsylvania,40.0158,-79.5899,7437,7437,1316
Charlestown,Indiana,38.427,-85.6677,7438,8152,274
Kasson,Minnesota,44.0328,-92.7483,7443,6264,799
Mount Horeb,Wisconsin,43.0061,-89.7317,7448,7462,894
Holtville,California,32.8129,-115.3779,7449,6435,2163
Aztec,New Mexico,36.8189,-107.9823,7452,5960,183
Beebe,Arkansas,35.0713,-91.9002,7453,8120,310
Herkimer,New York,43.0282,-74.9928,7455,7455,1112
Cotati,California,38.3278,-122.7092,7455,7455,1531
Wynne,Arkansas,35.2324,-90.7897,7455,8078,351
West Miami,Florida,25.7578,-80.2969,7459,7459,4064
Crystal City,Texas,28.691,-99.8257,7459,7359,779
Webster City,Iowa,42.4623,-93.8167,7459,7756,337
Wildwood,Florida,28.8004,-82.0051,7464,7464,79
Fairlawn,Ohio,41.127,-81.6212,7466,7466,644
Villa Hills,Kentucky,39.0656,-84.5951,7468,7468,799
Mammoth Lakes,California,37.6273,-118.99,7469,7994,124
River Rouge,Michigan,42.2731,-83.1246,7482,7482,1088
Altoona,Wisconsin,44.8029,-91.4387,7489,7489,616
Delafield,Wisconsin,43.0717,-88.391,7494,7494,307
Chehalis,Washington,46.6649,-122.966,7498,7498,523
Rockton,Illinois,42.45,-89.0631,7499,7499,527
Aberdeen,North Carolina,35.1345,-79.4314,7502,7502,316
Richfield,Utah,38.7628,-112.0927,7507,7723,531
Palmyra,Pennsylvania,40.31,-76.5944,7510,7510,1505
Charles City,Iowa,43.0644,-92.6745,7510,7457,463
New London,Wisconsin,44.395,-88.7393,7512,7170,498
Mount Shasta,California,41.3206,-122.315,7513,3292,337
Wellington,Kansas,37.2621,-97.428,7513,7889,416
Old Town,Maine,44.9491,-68.7249,7518,7518,74
Round Lake Park,Illinois,42.3311,-88.0752,7519,7519,1400
Lamar,Colorado,38.0739,-102.6155,7525,7534,561
Marengo,Illinois,42.2311,-88.6156,7525,7445,356
Pembroke,North Carolina,34.6777,-79.1945,7526,3009,405
Ashland,Pennsylvania,40.7811,-76.3451,7526,2711,631
Calipatria,California,33.1488,-115.5058,7526,7526,782
Monticello,New York,41.6519,-74.6874,7527,6435,626
Purcell,Oklahoma,35.018,-97.3747,7528,6442,185
Saranac Lake,New York,44.3245,-74.1314,7529,5288,734
Hampton,Georgia,33.3834,-84.2853,7532,7532,532
Montpelier,Vermont,44.2658,-72.5717,7535,7535,289
Inverness,Illinois,42.1152,-88.1019,7541,7541,445
Dunbar,West Virginia,38.3688,-81.7345,7543,7543,1039
Haddon Heights,New Jersey,39.8791,-75.0646,7544,7544,1856
Manhattan,Illinois,41.4274,-87.9803,7546,7546,442
Escalon,California,37.7911,-120.9981,7548,7522,1262
Carbondale,Colorado,39.3946,-107.2145,7549,6777,1279
Osceola,Arkansas,35.6947,-89.993,7563,7086,279
Hubbard,Ohio,41.1593,-80.5682,7579,7579,750
Nolensville,Tennessee,35.9594,-86.6754,7580,7580,354
Ojai,California,34.4487,-119.2469,7585,7585,673
Silvis,Illinois,41.4978,-90.4101,7586,7586,693
Rathdrum,Idaho,47.7992,-116.8911,7587,7921,586
Fort Scott,Kansas,37.8286,-94.7037,7588,7773,540
Clarksville,Arkansas,35.4567,-93.4808,7589,9524,198
Berlin,New Jersey,39.7914,-74.9373,7594,7594,817
Waupaca,Wisconsin,44.3508,-89.0719,7598,5946,291
Fairfax,California,37.9884,-122.595,7598,7598,1331
Pittston,Pennsylvania,41.3274,-75.7885,7602,7602,1892
Auburn,Georgia,34.0151,-83.8316,7603,7603,444
Brighton,Michigan,42.5298,-83.7848,7604,7604,825
Whiteville,North Carolina,34.3306,-78.7014,7605,5509,384
Baldwinsville,New York,43.157,-76.3318,7605,7605,943
Clover,South Carolina,35.1124,-81.2201,7607,5950,513
Creston,Iowa,41.0597,-94.365,7612,7829,582
Centerville,Georgia,32.6341,-83.6854,7615,7615,740
Kronenwetter,Wisconsin,44.8163,-89.5806,7619,7619,56
Marshall,Michigan,42.2619,-84.9599,7625,7035,424
Grandview Heights,Ohio,39.9793,-83.0409,7628,7628,2246
Pulaski,Tennessee,35.1934,-87.0354,7630,7758,414
Park City,Kansas,37.8103,-97.3255,7632,7632,297
Winters,California,38.532,-121.9781,7637,7144,939
Philadelphia,Mississippi,32.7761,-89.1221,7639,7361,232
Hastings,Michigan,42.6498,-85.2886,7640,7281,539
Glen Ridge,New Jersey,40.804,-74.2043,7642,7642,2302
Shorewood,Minnesota,44.9161,-93.5743,7642,7642,552
Quincy,Washington,47.2342,-119.8512,7644,7387,572
Seminole,Texas,32.7215,-102.6504,7648,7594,800
Ashland,Virginia,37.7597,-77.4715,7649,7649,414
South Beloit,Illinois,42.4821,-89.0249,7652,7652,501
Diamondhead,Mississippi,30.3791,-89.3707,7661,8217,313
Scotia,New York,42.8322,-73.9607,7664,7664,1755
Bonner Springs,Kansas,39.0817,-94.8778,7665,7665,188
Green Cove Springs,Florida,29.9903,-81.6808,7666,7666,400
Emerson,New Jersey,40.9749,-74.0239,7669,7669,1342
Benton,Illinois,38.011,-88.9179,7671,6990,492
Seville,Ohio,41.0209,-81.8671,7673,2382,353
Hales Corners,Wisconsin,42.941,-88.0492,7674,7674,922
Sebastopol,California,38.4001,-122.8277,7678,7678,1593
New Roads,Louisiana,30.6959,-91.4537,7687,4673,393
Estes Park,Colorado,40.3701,-105.5214,7691,6362,366
Orting,Washington,47.0967,-122.2113,7693,7693,1088
Swainsboro,Georgia,32.5866,-82.3345,7699,7486,229
Fanwood,New Jersey,40.6417,-74.3857,7700,7700,2215
Gettysburg,Pennsylvania,39.8304,-77.2339,7700,7700,1789
Duvall,Washington,47.7354,-121.9726,7701,7701,1214
White Oak,Pennsylvania,40.3415,-79.8007,7707,7707,449
Quarryville,Pennsylvania,39.8957,-76.1617,7716,2748,821
Wapato,Washington,46.4435,-120.4213,7723,5073,1658
York,Nebraska,40.8708,-97.5947,7724,7860,501
Gilberts,Illinois,42.1096,-88.3716,7724,7724,538
Perry,Iowa,41.838,-94.094,7734,7810,587
Seaford,Delaware,38.6539,-75.6118,7736,7736,570
Caribou,Maine,46.8662,-67.9919,7736,7736,37
River Oaks,Texas,32.7767,-97.3984,7740,7740,1483
Breckenridge,Colorado,39.4997,-106.0433,7741,4896,315
Milan,Michigan,42.082,-83.6847,7742,6014,699
Pahokee,Florida,26.8205,-80.6613,7745,6094,424
Clear Lake,Iowa,43.1346,-93.374,7751,7589,271
Selah,Washington,46.648,-120.5388,7768,7768,657
Carl Junction,Missouri,37.1669,-94.5468,7772,7772,546
Robinson,Illinois,39.0089,-87.733,7774,7596,619
Butler,New Jersey,40.9991,-74.3472,7779,7779,1473
Wilson,Pennsylvania,40.6844,-75.2407,7786,7786,2602
Calumet Park,Illinois,41.665,-87.6578,7787,7787,2702
Antigo,Wisconsin,45.1409,-89.1551,7791,7864,464
